customer_id;amount_balance
100001;79.547243288793
100002;237.2955434880107
100003;39.00687005887743
100004;22.301194324430597
100005;26.80717353631833
100006;11.318157011504931
100007;229.90028236810292
100008;84.73128767362017
100009;36.722796485605684
100010;63.36433466089222
100011;18.782825522262055
100012;171.8469990140854
100013;158.45745555013048
100014;10.107158052671856
100015;249.89087645865365
100016;151.46860053215727
100017;59.58741332360085
100019;12.580667704340478
100020;104.48517194444841
100021;259.15588450604184
100022;125.19764422131898
100023;125.62739931559027
100024;14.82877516632378
100025;49.63052991784707
100027;119.3361142244848
100028;42.433147004077654
100029;93.12732622529438
100030;14.370664886329855
100031;297.2213476731516
100032;6.2742117252007255
100033;7.040138949850529
100034;5.191818568817237
100035;68.08244731315904
100036;152.5531865625431
100037;163.09462521821425
100038;44.81404446628712
100039;5.848747810984636
100040;81.24155935241123
100041;26.09097160954344
100042;218.75061335072752
100043;164.38304533779583
100044;19.853458030049755
100045;218.138028086823
100046;122.56197589769806
100047;16.14085716938232
100048;41.840044563424186
100049;172.17754003793388
100050;51.42852437002849
100051;4.459121097688172
100052;82.5374590041176
100053;16.639821138787322
100054;296.36540605986676
100055;54.71361175402119
100056;53.64476321525152
100057;157.33776387022806
100058;16.92132304252906
100059;22.314791253852295
100060;182.09243341007175
100061;164.40359530346487
100062;193.90344185729435
100063;148.2750656701668
100064;82.47656892489223
100065;204.44263868274007
100066;5.251159902605143
100067;143.78151427372032
100068;255.01475300907686
100069;193.78686629422728
100070;57.68708789465155
100071;94.02746228261711
100072;8.97124793071262
100073;161.07851642429188
100074;63.89593523051717
100075;113.94833016230643
100076;179.37367721096746
100077;29.842482361997835
100078;58.95490962842004
100079;246.83084126438035
100080;21.580574768963935
100081;9.308031401380344
100082;34.505201330375755
100083;46.87034843771857
100084;37.89005620166881
100085;62.04506289433072
100086;140.69982459401336
100087;68.47011143244649
100088;177.76683823142056
100089;65.63937420956366
100090;144.21636294047582
100091;165.42547107120373
100092;99.81374232707127
100093;246.86369137130893
100094;59.471175760958175
100095;76.25131513710019
100096;31.264939490446572
100097;110.90387822781572
100098;9.467999253576311
100099;45.91399742194425
100100;55.90083398311825
100101;193.78780682955497
100102;10.520415918077196
100103;230.12903164752257
100104;136.6885047750322
100105;74.52431947650925
100106;265.65343930168547
100107;115.50619412695038
100108;88.134226784039
100109;92.67445148996653
100110;195.26915381992757
100111;218.44388402436735
100112;118.40448770813066
100113;10.147148545574792
100115;70.16236282354684
100116;13.247345796007886
100117;79.47563753443333
100118;380.217305479408
100119;88.5632169333514
100120;28.343862432950274
100121;190.29839682866216
100122;243.37706205223805
100123;28.4391598253467
100125;18.78094520208063
100126;159.17293789646988
100127;133.1591119298013
100128;74.33796220591866
100129;336.7721671446886
100130;161.2567872180958
100131;157.51777258890732
100132;161.76669171032583
100133;136.0114432380813
100134;93.25181576504491
100136;58.48310090698
100137;113.22887007996621
100139;10.419977030693945
100140;230.8712866379541
100141;378.4723848078398
100142;8.550695640732608
100143;144.79294806111469
100144;80.35540419854853
100145;90.0798899403233
100146;100.3451238769978
100147;5.429862588092866
100148;34.857863287371224
100149;57.663250037410016
100150;67.91017881761735
100152;130.07130351932142
100153;168.1614843581992
100154;10.332715147230235
100155;172.01522407466985
100156;22.57704816235121
100157;21.221945588138183
100158;79.31746356053202
100159;5.592315634693831
100160;56.23931710614501
100161;126.45644332853797
100162;150.02794105205655
100163;9.876101827432416
100164;26.37643971336272
100165;248.9902664179915
100166;116.43196246294045
100167;54.84599436196539
100168;191.7771478994487
100169;226.45813255807505
100170;15.028094744448872
100171;124.85141869887858
100172;85.38268897923068
100173;84.69383814510246
100174;30.472786473394166
100175;28.897984382749765
100176;85.98352802893885
100177;53.64396650692425
100178;17.487196265671265
100179;216.64231651194652
100180;366.16074080450375
100181;71.99171026214634
100182;195.42244217655144
100183;87.94455219543002
100184;25.802991960844807
100185;86.98928031572952
100186;58.365151931126604
100187;65.31375840675828
100188;120.95632548065288
100189;20.25137440867376
100190;131.17973981625727
100191;5.371230626043776
100192;243.06199815416093
100194;329.3012604839191
100195;102.9569790560517
100196;5.6334469072150455
100197;217.32576723593124
100198;118.85084288779595
100199;16.30754229150184
100200;195.4377660009521
100201;74.35492236203041
100202;77.93721696437945
100203;89.63025145916544
100204;60.025201451167014
100205;37.61767515955198
100206;20.533361828548433
100207;188.6867540048132
100208;48.43960187655054
100209;162.81704710457484
100210;124.35033124963931
100211;8.70666589891823
100212;75.86924452882381
100213;191.01805851854243
100214;57.169573097534865
100215;59.052429037471065
100216;253.29241206046692
100217;84.98989173222856
100218;26.2368218500148
100219;43.154352752336656
100220;38.77679472725583
100221;167.77517632511433
100222;75.24820635919339
100223;217.49341552263428
100224;251.68316103204725
100225;6.823124630307019
100226;106.90707455938278
100227;38.853424030584755
100228;73.70016531902871
100229;6.0319097368502606
100230;147.5650088303326
100232;47.21086727533118
100234;17.54209617959016
100235;9.790086686108618
100236;155.22890386861636
100237;120.89633766571461
100238;133.34638539847873
100239;141.8334205872089
100240;183.64344247676868
100241;33.573861506090886
100242;88.76693663333158
100243;175.25687752800667
100244;80.45292263781667
100245;203.68531560958047
100246;239.3417082976989
100247;45.481450938661126
100248;103.9619648385052
100249;149.92506385673414
100250;208.66062837201684
100251;7.416935019356268
100252;247.51809054855894
100253;132.90735751219918
100254;12.47654458329606
100255;185.33054989715393
100256;26.713338296770925
100257;24.07313131267331
100258;295.14729405064935
100259;22.23712873916315
100260;151.58171885179155
100261;234.16473812949528
100262;133.80258928411737
100263;169.6922008284972
100264;18.014189960429395
100265;62.12020753597383
100267;4.940306035361111
100268;93.99555816042681
100269;57.277904173267046
100270;173.7019505165342
100272;46.4889365852794
100273;24.182975743841986
100274;107.37629468740782
100275;151.1427456662014
100276;132.30780700233717
100277;225.97914220600208
100278;6.580029524441103
100279;263.4095129697614
100280;13.833659616313275
100281;262.86616590863633
100282;132.27262368557027
100283;26.399052739566
100284;32.34713721079333
100285;114.49560321670651
100286;25.238665524443462
100287;29.181988492132632
100288;33.5410011011845
100289;83.90334350401385
100290;9.747480628717735
100291;86.80020890121199
100292;17.87506867812822
100293;311.4105721458333
100294;12.885273103314292
100295;197.1779880717133
100296;15.770184873806437
100297;172.01168440471614
100298;120.71768412412385
100299;11.86153151925599
100301;40.50137850194997
100302;64.49711096665726
100303;23.33698653106056
100304;45.2889703484615
100305;130.79081209532254
100306;12.530717600003744
100307;29.292655735008438
100308;236.50569311318282
100309;23.111386035676198
100310;109.19507431146295
100311;18.72797586495252
100312;21.354050193531087
100313;14.574448342178599
100314;103.33640025292345
100315;35.886405775765226
100316;20.777284129960858
100317;284.5942658827892
100318;129.35795681609233
100319;47.09586439178932
100321;7.212079770674561
100322;6.468639556095696
100323;9.92254393378078
100324;10.824940429306405
100325;354.2433422468459
100326;111.67316056921008
100327;48.55738515908898
100328;19.83168052407269
100329;204.05951896811962
100330;29.397384759813008
100331;9.805394685956273
100332;44.120319018069274
100333;269.7364353598141
100334;34.97296158275784
100335;123.56042672507405
100336;35.84687276370627
100337;9.738389427318715
100338;59.241280298327645
100339;53.13252690670102
100340;74.34431520303222
100341;319.2018796368803
100342;112.05578694528256
100343;42.81548885383378
100344;35.41655103757448
100345;24.22095234898796
100346;21.092350810284152
100347;344.38993022765806
100348;157.89709550582626
100349;17.505421416893142
100350;57.35796555844548
100351;55.36009516858272
100352;6.46518357986598
100353;53.526732452073276
100355;42.88849050019238
100356;90.34032967109871
100357;13.264302944521985
100358;16.491616522601625
100359;47.58880843865876
100360;37.27930650516767
100361;35.82465349362881
100362;74.19579314197723
100363;134.53936561052643
100364;204.0333231971798
100365;31.99802751000179
100366;112.69682093582642
100367;260.1615992667279
100368;82.9885021801838
100369;17.393490703393024
100370;176.24300011532526
100371;65.67424971363069
100372;133.06638883763162
100373;116.17167869271924
100374;109.49510206011071
100375;108.48982858050782
100376;170.42045992860145
100377;237.86471748014003
100378;4.989414192771459
100379;141.75212589507137
100380;11.70751006531199
100381;29.097301479250177
100383;21.460340804266107
100384;105.52845070116426
100385;36.39192783326669
100386;77.01270507860713
100387;123.66157247688444
100388;19.620213160447673
100390;52.785478082526325
100391;7.18989887748422
100392;127.45317700639343
100393;182.6471574661314
100394;76.02651530669837
100395;246.77886575474545
100396;125.47513654280394
100397;123.88296783470356
100398;54.68141658714471
100399;272.3088733456075
100400;28.740033635903668
100401;11.555544014548046
100402;58.171570041772156
100403;10.996073231007129
100404;87.13246123123376
100405;214.81971372234239
100406;253.27954843982454
100407;75.63707205905555
100408;39.08362320373312
100409;154.0674962503815
100410;16.228796216698118
100411;88.82526735527708
100412;97.09653959779642
100413;23.56417107505913
100414;76.84771440720453
100415;46.97262915602486
100416;112.68976676091349
100417;160.63416047684382
100418;52.1296259778022
100419;60.265624665820816
100420;201.98449428347004
100421;30.540172972890787
100423;55.105175740731354
100424;185.8538604924175
100425;190.7743100992007
100426;121.19516927692862
100427;88.03866004621878
100428;283.80591237111776
100429;19.779383839761532
100430;6.419488604311494
100431;86.14447585662074
100432;244.87824350195945
100433;160.12892958181297
100434;73.40646991084346
100435;70.43953536506572
100436;178.70079424643652
100437;80.618568126956
100438;36.98855564456144
100439;198.89830503328946
100440;5.437725647493717
100441;80.40102922889024
100442;25.766544958779587
100443;10.425207545566307
100444;7.3788638959928425
100445;27.356244353283316
100446;98.09379991315936
100447;230.0474956019433
100449;131.70511204758242
100450;70.22457063402142
100452;323.50255563091224
100453;196.49060067780206
100454;39.975618711033924
100455;168.78858579283676
100456;232.0752958449853
100457;46.27638827771286
100458;346.3754291711963
100459;17.04796665775293
100460;373.87045962970313
100461;43.628953826553804
100462;78.48916704529626
100463;83.92910477021535
100464;20.643361692631938
100465;28.375633270939996
100466;43.0913916682356
100467;20.858086544858587
100468;86.30980141715985
100469;142.7256954847785
100471;29.425718486021342
100472;303.5858215985951
100473;165.97614642888882
100474;74.73930710410727
100475;19.952354424318777
100476;133.1966181386274
100477;87.7051680521426
100478;128.24773465086042
100479;154.5925616245837
100480;292.79594074109116
100481;168.94494030202753
100482;20.28846148096386
100483;328.944054637972
100484;112.15791301094558
100485;171.83679556546736
100486;296.5662667349446
100487;68.612660973225
100488;20.84095592959043
100489;96.75002718659164
100490;37.19443982660406
100493;20.342119020900995
100494;319.9124884514632
100495;12.831912261483254
100496;38.29469440093214
100497;15.001530560135377
100498;57.29525521908002
100499;149.17765654182483
100500;260.62056895582907
100501;308.20188351546966
100502;198.5457683912822
100503;24.938622219674084
100504;53.034967419858795
100505;5.277033578788364
100506;10.456931887828718
100507;13.524782328556627
100509;108.489647595797
100510;75.97787049366116
100512;260.7491231522009
100513;85.34635795509622
100514;26.95633044715482
100515;257.17292566929626
100516;28.822211476468706
100517;115.99329016542684
100518;13.261651965447504
100519;82.85880045447816
100520;22.109145315557452
100521;10.037333386838775
100522;201.6185111176363
100523;4.06934310869475
100524;28.732192292026056
100525;349.89785918186413
100526;16.977397931565495
100527;72.74175539426231
100528;344.9178409157801
100529;78.35892779835902
100530;23.564205660948282
100531;17.29789980793149
100532;9.41876661699416
100533;100.74382406614379
100534;21.83277583813422
100535;21.536503330768404
100536;74.35259779886188
100537;38.7849024216724
100538;180.3612882652339
100539;115.93570962585231
100540;41.60096002248238
100541;19.482473701535465
100542;46.49631269286488
100543;94.23796388538054
100544;205.4544486459355
100545;75.0509471454784
100547;57.969318065590116
100548;22.674797127869127
100549;128.20042966539663
100550;21.14469203471723
100551;142.4669580566396
100552;49.46116029069226
100553;216.29435474729496
100554;107.43104392985164
100555;32.28950123788119
100556;209.14198777728674
100557;57.12217329481381
100558;31.8899287203137
100559;357.37036552129683
100560;85.51463617370409
100561;9.712185213519097
100562;262.01804458126134
100563;30.367952855033494
100564;244.89436802206336
100565;123.20678006142107
100566;151.9241110735669
100567;13.270500181680234
100568;212.19494003238077
100569;18.87008085941709
100570;67.76962417723206
100571;75.24704941044291
100572;62.36942400185701
100573;299.01345613142394
100574;161.71413167655334
100575;134.7247108823615
100576;194.74187118509147
100577;176.45573027464619
100578;91.44945768957173
100579;200.23468163515616
100580;109.25927981281667
100581;10.587758074389567
100582;40.10276758896889
100583;24.792107840967237
100584;42.02419637344081
100585;13.28881190995845
100586;69.96002451073393
